source_text,translated_text
Grievance Against Party,Skarga przeciwko stronie
List Columns,Kolumny listy
Invalid redirect regex in row #{}: {},Nieprawidłowe wyrażenie regularne przekierowania w wierszu #{}: {}
Warehouse Wise Stock Balance,Saldo zapasów w magazynie
Missing Value,Brakująca wartość
Updating related fields...,Aktualizacja powiązanych pól...
Hide Workspace,Ukryj obszar roboczy
Form Dict,Form Dict
Nothing left to undo,Nic nie zostało do cofnięcia
Custom Translation,Tłumaczenie niestandardowe
Header Type,Typ nagłówka
Report an Issue,Zgłoś usterkę
Percentage you are allowed to order more against the Blanket Order Quantity. For example: If you have a Blanket Order of Quantity 100 units. and your Allowance is 10% then you are allowed to order 110 units.,"Procentowo można zamówić więcej w stosunku do Blanket Order Quantity. Na przykład: Jeśli masz zamówienie zbiorcze na 100 jednostek, a Twój przydział wynosi 10%, możesz zamówić 110 jednostek."
Add Template,Dodaj szablon
Choose a block or continue typing,Wybierz blok lub kontynuuj wpisywanie
Mark as In Progress,Oznacz jako w toku
Deletion Steps,Kroki usuwania
API Key cannot be regenerated,Klucz API nie może zostać zregenerowany
You have not entered a value. The field will be set to empty.,Nie wprowadzono wartości. Pole zostanie ustawione jako puste.
Finished At,Zakończono w
Select the end date for your Leave Application.,Wybierz datę zakończenia wniosku o urlop.
This value is fetched from {0}'s {1} field,Wartość ta jest pobierana z pola {0} {1}
List Setting Message,Komunikat ustawień listy
Disable System Update Notification,Wyłącz powiadomienie o aktualizacji systemu
Allow Lead Duplication based on Emails,Zezwalaj na powielanie leadów na podstawie wiadomości e-mail
Next Document,Następny dokument
Request Description,Opis żądania
Allow existing Serial No to be Manufactured/Received again,Zezwól na ponowne wyprodukowanie/odebranie istniejącego numeru seryjnego
Cycle Name,Nazwa cyklu
{0} changed value of {1},{0} zmieniona wartość {1}
MARKETING,MARKETING
Employee Detail,Szczegóły pracownika
Popover or Modal Description,Wyskakujące okienko lub opis modalny
Reminders,Przypomnienia
SQL Output,Wyjście SQL
{0} format could not be determined from the values in this column. Defaulting to {1}.,Nie można określić formatu {0} na podstawie wartości w tej kolumnie. Domyślnie {1}.
Received an invalid token type.,Otrzymano nieprawidłowy typ tokenu.
Introduction to Website,Wprowadzenie do strony internetowej
New Email,Nowy e-mail
Offset X,Offset X
Employee {0} has already applied for Shift {1}: {2} that overlaps within this period,"Pracownik {0} zgłosił się już na zmianę {1}: {2}, która pokrywa się w tym okresie"
Open Feedback,Otwarta informacja zwrotna
The day of the month when leaves should be allocated,"Dzień miesiąca, w którym liście powinny zostać przydzielone"
Uses system's theme to switch between light and dark mode,Używa motywu systemu do przełączania między trybem jasnym i ciemnym.
User Group Members,Członkowie grupy użytkowników
Bulk Leave Policy Assignment,Przypisanie polityki urlopów masowych
Template File,Plik szablonu
Parent Document Type is required to create a number card,Typ dokumentu nadrzędnego jest wymagany do utworzenia karty numerycznej
This field will appear only if the fieldname defined here has value OR the rules are true (examples): ,"To pole pojawi się tylko wtedy, gdy zdefiniowana tutaj nazwa pola ma wartość LUB reguły są prawdziwe (przykłady):"
"string value, i.e. member","wartość łańcuchowa, tj. człon"
Duplicate Workspace,Zduplikowany obszar roboczy
Cannot share {0} with submit permission as the doctype {1} is not submittable,"Nie można udostępnić {0} z uprawnieniem przesyłania, ponieważ doctype {1} nie jest przesyłany"
Payroll Cost Centers,Centra kosztów wynagrodzeń
This newsletter was scheduled to send on a later date. Are you sure you want to send it now?,Ten biuletyn miał zostać wysłany w późniejszym terminie. Czy na pewno chcesz go wysłać teraz?
Reset the password for your account,Resetowanie hasła do konta
View Goals,Cele widoku
"You are only allowed to update order, do not remove or add apps.","Możesz tylko aktualizować kolejność, nie usuwać ani nie dodawać aplikacji."
Stock transactions that are older than the mentioned days cannot be modified.,Transakcje giełdowe starsze niż wymienione dni nie mogą być modyfikowane.
Hide Preview,Ukryj podgląd
No changes made on the page,Na stronie nie wprowadzono żadnych zmian
{0}' is not a valid URL,{0}' nie jest prawidłowym adresem URL
Login Failed please try again,"Logowanie nie powiodło się, spróbuj ponownie"
Interview Reminder,Przypomnienie o rozmowie kwalifikacyjnej
Please enter OpenID Configuration URL,Wprowadź adres URL konfiguracji OpenID
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,"Kryteria, na podstawie których pracownik powinien być oceniany w ramach informacji zwrotnej o wynikach i samooceny"
Only Completed documents can be submitted,Można przesyłać tylko wypełnione dokumenty
Atleast one interview has to be selected.,Co najmniej jedna rozmowa kwalifikacyjna musi zostać wybrana.
Reviews,recenzje
Buying Settings,Ustawienia Zakupów
Item - wise Price List Rate,Stawka zgodna z cennikiem
Lower Range,Dolny zakres
Server was too busy to process this request. Please try again.,"Serwer był zbyt zajęty, aby przetworzyć to żądanie. Spróbuj ponownie."
Cleared,Wyczyszczony
End,Koniec
Service Expenses,Wydatki na usługi
KRA vs Goals,KRA vs Cele
Oldest Items,Najstarsze pozycje
Hide Descendants,Ukryj potomków
Automatically Fetch Payment Terms from Order,Automatyczne pobieranie warunków płatności z zamówienia
Reviewer,Recenzent
Page height and width cannot be zero,Wysokość i szerokość strony nie mogą wynosić zero
DocType must be a string,DocType musi być ciągiem znaków
Looks like you haven’t received any notifications.,"Wygląda na to, że nie otrzymałeś/łaś żadnych powiadomień."
Add a Row,Dodaj wiersz
Check {0} for more details,Sprawdź {0} po więcej szczegółów
when clicked on element it will focus popover if present.,"po kliknięciu na elemencie spowoduje wyświetlenie wyskakującego okienka, jeśli jest obecne."
Item-wise Sales Register,Rejestr sprzedaży według pozycji
Interviewer,Ankieter
canceled,odwołany
Associate Job Opening,Praca na stanowisku Associate
No Images,Brak obrazów
Percentage (%),Odsetek (%)
"For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field.","Za dzień wykorzystanego urlopu, jeśli nadal płacisz (powiedzmy) 50% dziennego wynagrodzenia, wpisz 0,50 w tym polu."
Send Interview Reminder,Wyślij przypomnienie o rozmowie kwalifikacyjnej
Failed Job Count,Liczba nieudanych zadań
Set by user,Ustawione przez użytkownika
Loan Secutity Exposure,Ekspozycja na zabezpieczenie pożyczki
Earning Salary Component is required for Employee Referral Bonus.,Zarabianie składnika wynagrodzenia jest wymagane do uzyskania premii za polecenie pracownika.
Delayed Tasks Summary,Podsumowanie opóźnionych zadań
Left Center,Lewy środek
Gratuity,Gratyfikacja
Open Communication,Otwarta komunikacja
Salary Currency,Waluta wynagrodzenia
Dispatch Address Name,Nazwa adresu wysyłki
Company Details,Szczegóły firmy
Duplicate Job Requisition,Zduplikowane zapotrzebowanie na pracę
Pay via Salary Slip,Płatność za pomocą odcinka wynagrodzenia
Purchase User,Użytkownik zakupów
Is Short Year,Krótki rok
Competitors,Konkurencja
Is Primary Mobile,Jest podstawowym tel. komórkowym
Is Primary,Jest podstawowy
Indicator color,"Kolor wskaźnika"""""
Raport Sales Order Trends,Raport trendów zleceń sprzedaży
Interview Round,Runda wywiadów
This Doctype does not contain location fields,Ten Doctype nie zawiera pól lokalizacji
Set Attendance Details,Ustaw szczegóły obecności
"{0} ${d?"""""""":a}","{0} ${d?"""""""":a}"
Error in formula or condition,Błąd w formule lub warunku
Add Border at Bottom,Dodaj obramowanie na dole
Page Height (in mm),Wysokość strony (w mm)
Following fields have invalid values:,Następujące pola mają nieprawidłowe wartości:
Is System Generated,Jest generowany przez system
Valid Upto,Obowiązuje do
Partial,Częściowy
You haven't created a {0} yet,Nie utworzono jeszcze {0}
Auto creates Payment Entry for Sales Invoices created for Membership from web forms.,Automatycznie tworzy wpis płatności dla faktur sprzedaży utworzonych dla członkostwa z formularzy internetowych.
App Access Key and/or Secret Key are not present.,Klucz dostępu do aplikacji i/lub klucz tajny nie są obecne.
Show Absolute Values,Pokaż wartości bezwzględne
Use Company Default Round Off Cost Center,Użyj domyślnego zaokrąglenia centrum kosztów firmy
Fieldtype cannot be changed from {0} to {1},Typu pola nie można zmienić z {0} na {1}.
From version,Od wersji
Setup a Warehouse,Przegląd ustawień akcji
Form,Formularz
Rate Goals Manually,Oceń cele ręcznie
Browse help topics,Przeglądanie tematów pomocy
Message to be displayed on successful completion,Komunikat wyświetlany po pomyślnym zakończeniu
Please set a Default Cash Account in Company defaults,Ustaw domyślne konto gotówkowe w ustawieniach domyślnych firmy
New Document Form,Nowy formularz dokumentu
All Work Orders,Wszystkie zlecenia pracy
Add Blog Category,Dodaj kategorię bloga
Cause of Grievance,Przyczyna skargi
Used OAuth,Używany OAuth
Send Interview Feedback Reminder,Wyślij przypomnienie o rozmowie kwalifikacyjnej
WhatsApp Notification,Powiadomienie WhatsApp
{} {} open for this position.,{} {} otwarte dla tego stanowiska.
Want to discuss?,Chcesz podyskutować?
{0} due to missing email information for employee(s): {1},{0} z powodu braku informacji e-mail dla pracownika(-ów): {1}
Budget Variance,Odchylenie budżetu
Telemetry,Telemetria
{0} is not a field of doctype {1},{0} nie jest polem doctype {1}
Auto Repeat Schedule,Harmonogram automatycznego powtarzania
Packages,Pakiety
Is IRS 1099 reporting required for supplier?,Czy raportowanie IRS 1099 jest wymagane dla dostawcy?
Total Deduction (Company Currency),Całkowite odliczenie (waluta firmy)
All Quality Procedures,Wszystkie procedury jakości
Non Taxable Earnings,Zarobki niepodlegające opodatkowaniu
Set attendance details for the employees select above,Ustaw szczegóły obecności dla pracowników wybranych powyżej
Fabric Maintenance Relation,Relacja konserwacji tkaniny
Custom attachment,Załącznik niestandardowy
Field Orientation (Top-Down),Orientacja w terenie (Top-Down)
Row {0}: Goal Score cannot be greater than 5,Wiersz {0}: Wynik bramkowy nie może być większy niż 5
No attendance records found.,Nie znaleziono rejestrów obecności.
Create Opportunity,Stwórz szansę
Not Permitted to read {0},Niedozwolony odczyt {0}
{0} currency must be same as company's default currency. Please select another account.,{0} waluta musi być taka sama jak domyślna waluta firmy. Wybierz inne konto.
Gross Year To Date(Company Currency),Od początku roku (w walucie spółki)
short,krótki
Saving this will export this document as well as the steps linked here as json.,"Zapisanie tego spowoduje wyeksportowanie tego dokumentu, a także powiązanych z nim kroków jako json."
Sales Order Trends,Trendy zamówień sprzedaży
Translated Messages,Przetłumaczone wiadomości
Let's set up your account,Skonfigurujmy twoje konto
Invalid Phone Number,Nieprawidłowy numer telefonu
"Report initiated, click to view status","Raport zainicjowany, kliknij, aby wyświetlić status"
Auto follow documents that you create,Automatyczne śledzenie tworzonych dokumentów
Cannot edit Standard Dashboards,Nie można edytować standardowych pulpitów nawigacyjnych
About,O programie
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is """"Saved"""", 1 is """"Submitted"""" and 2 is """"Cancelled","Wszystkie możliwe stany i role przepływu pracy. Opcje statusu dokumentu: 0 to """"Zapisany"""", 1 to """"Przesłany"""", a 2 to """"Anulowany""""."
Workspace {0} Created Successfully,Obszar roboczy {0} utworzony pomyślnie
KRAs,KRA
Grievance Details,Szczegóły skargi
"Any other remarks, noteworthy effort that should go in the records","Wszelkie inne uwagi, godne uwagi wysiłki, które powinny znaleźć się w dokumentacji"
Search Bar,Pasek wyszukiwania
Job Requisition,Zapotrzebowanie na pracę
Apply Filters,Zastosuj filtry
Network Printer Settings,Ustawienia drukarki sieciowej
Invoicing Features,Funkcje fakturowania
Settle all Payables and Receivables before submission,Rozliczanie wszystkich zobowiązań i należności przed ich przekazaniem
Executing...,Wykonywanie...
Translator,Tłumacz
Total Net Pay,Łączne wynagrodzenie netto
Do you still want to proceed?,Czy nadal chcesz kontynuować?
Authorization error for {}.,Błąd autoryzacji dla {}.
Save on Completion,Oszczędzaj na ukończeniu
Card Break,Przerwa na kartę
Login With Email Link,Zaloguj się za pomocą linku e-mail
HR-EXIT-INT-,HR-EXIT-INT-
Reviewer Name,Nazwa recenzenta
{0} viewed,{0} obejrzał/a
The User record for this request has been auto-deleted due to inactivity by system admins.,Rekord użytkownika dla tego żądania został automatycznie usunięty z powodu braku aktywności administratorów systemu.
Mid Center,Środek
Let's Set Up the Stock Module.,Skonfigurujmy moduł zapasów.
Allows allocating more leaves than the number of days in the allocation period.,Umożliwia przydzielenie większej liczby urlopów niż liczba dni w okresie przydziału.
Total Costing Amount,Całkowita kwota kosztów
Difference Amount,Różnica kwoty
Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2},Runda rozmowy kwalifikacyjnej {0} dotyczy tylko stanowiska {1}. Kandydat ubiegał się o stanowisko {2}.
CRM Settings,Ustawienia CRM
Please set the Appraisal Template for all the {0} or select the template in the Employees table below.,Ustaw szablon oceny dla wszystkich {0} lub wybierz szablon z poniższej tabeli pracowników.
Stack Trace,Śledzenie stosu
{0} filter,{0} filtr
Invalid name type (integer) for varchar name column,Nieprawidłowy typ nazwy (liczba całkowita) dla kolumny varchar name
Only for,Tylko dla
Document Naming Settings,Ustawienia nazewnictwa dokumentów
No of. Positions,Liczba. Stanowiska
There can be only 9 Page Break fields in a Web Form,W formularzu może znajdować się tylko 9 pól podziału strony
Password Email Sent,Wysłano wiadomość e-mail z hasłem
"File """"{0}"""" was skipped because size exceeds {1} MB","Plik """"{0}"""" został pominięty, ponieważ jego rozmiar przekracza {1}. MB"
Prepend the template to the email message,Dołącz szablon do wiadomości e-mail
Expression (old style),Ekspresja (stary styl)
Deleting {0}...,Usuwanie {0}...
Bank Reconciliation Tool,Narzędzie do uzgadniania rachunków bankowych
Request ID,Identyfikator żądania
Add New,Dodaj nowy
Workspace Quick List,Skrócona lista obszarów roboczych
Document Types and Permissions,Typy dokumentów i uprawnienia
Failed to compute request body: {},Nie udało się obliczyć treści żądania: {}
''From Date'' can not be greater than or equal to 'To Date'',''Od daty'' nie może być większe lub równe ''Do daty''.
{0} viewed this {1},{0} obejrzał to {1}
You are not permitted to access this resource.,Nie masz dostępu do tego zasobu.
"Requires any valid fdn path. i.e. ou=users,dc=example,dc=com","Wymaga dowolnej prawidłowej ścieżki fdn, np. ou=users,dc=example,dc=com"
Google Authentication was closed abruptly by the user,Uwierzytelnianie Google zostało nagle zamknięte przez użytkownika
Total Billed Hours,Wszystkie zafakturowane godziny
Item-wise Sales History,Historia sprzedaży poszczególnych pozycji
Custom Blocks,Bloki niestandardowe
Please set Earning Component for Leave type: {0}.,Ustaw składnik zarobków dla typu urlopu: {0}.
Income Tax Breakup,Podział podatku dochodowego
Setup Naming Series,Skonfiguruj serię nazw
"Here is your webhook secret for {0} API, this will be shown to you only once.","Tutaj znajduje się sekret webhooka dla {0} API, zostanie on wyświetlony tylko raz."
Unpublish,Nie publikować
Welcome,Witamy
{0} gave {1} points,{0} dało {1} punktów
Role Allowed to Create/Edit Back-dated Transactions,Rola uprawniona do tworzenia/edycji transakcji z datą wsteczną
Integrations,Integracje
Set optional filters to fetch employees in the appraisee list,"Ustaw opcjonalne filtry, aby pobrać pracowników z listy ocenianych."
Invalid key type,Nieprawidłowy typ klucza
"In ERPNext, the Stock module’s features are configurable as per your business needs. 
Stock Settings is the place where you can set your preferences for: 
Default values for Item and Pricing 
Default valuation method for inventory valuation Set preference for serialization and batching of item Set tolerance for over-receipt and delivery of items","W ERPNext funkcje modułu Stock są konfigurowalne zgodnie z potrzebami biznesowymi. 
Ustawienia zapasów to miejsce, w którym można ustawić preferencje dla""
Domyślne wartości dla pozycji i cen 
Domyślnej metody wyceny zapasów Ustawianie preferencji dla serializacji i grupowania pozycji"
get raw materials for transfer,"pobierz materiały do transferu""
e1d7dc6c6d"""
Get raw materials for purchase,Zdobądź materiały do zakupu
{}  To Deliver,{} Do dostarczenia
Requested Qty,Żądana ilość
Qty In Stock,Ilość w magazynie
Download Materials Request Plan,Pobierz plan zamówień materiałów
Get Raw Materials for Transfer,Pobierz materiały do transferu
Get Raw Materials for Purchase,Uzyskaj materiały do zakupu
Download Materials Request Plan Section,Pobierz sekcję planu zapotrzebowania na materiały
Bom No,Bom Nr
Indent,Wcięcie
description,opis
Sub Assembly Item Code,Kod elementu podzespołu
Level (BOM),Poziom (BOM)
Get Sub Assembly Items,Uzyskaj elementy podzespołów
"If this checkbox is enabled, then the system won’t run the MRP for the available sub-assembly items.","Jeśli to pole wyboru jest włączone, system nie uruchomi MRP dla dostępnych pozycji podzespołów."
Consolidate Sub Assembly Items,Konsolidacja elementów podzespołów
Skip Available Sub Assembly Items,Pomiń dostępne elementy podzespołów
{}  Available,{}  Dostępne
{} To Receive,{} Do odbioru
{} To Bill,{} Do rozliczenia
{} Open,{} Otwarte
{} Pending,{} Oczekujące
Operation Section,Sekcja operacji
Scrap Item Code,Kod pozycji złomu
Scrap Item Name,Nazwa pozycji złomu
FG Qty from Transferred Raw Materials,FG Ilość z przeniesionych surowców
Is Corrective Operation,Jest operacją naprawczą
Create Job Card based on Batch Size,Tworzenie karty zadania na podstawie rozmiaru partii
Sub Operations,Operacja podrzędna
Operation Name,Nazwa operacji
Create first Purchase Order,Utwórz pierwsze zlecenie zakupu
Hide Images,Ukryj obrazy
Allow User to Edit Rate,Zezwalaj użytkownikowi na edycję stawki
Allow User to Edit Discount,Zezwalaj użytkownikowi na edycję rabatu
Automatically Add Filtered Item To Cart,Automatycznie dodaj filtrowany element do koszyka
Validate Stock on Save,Sprawdź stan zapasów przy zapisywaniu
"If enabled, the consolidated invoices will have rounded total disabled","Jeśli opcja ta jest włączona, zaokrąglona suma faktur będzie wyłączona"
Auto write off precision loss while consolidation,Automatyczne odpisywanie utraty precyzji podczas konsolidacji
Write Off Limit,Limit odpisów
Item-wise Purchase Register,Rejestr zakupów według pozycji
Set as Lost,Ustaw jako utrocona
Lost,Przegrana
Opportunity Value,Wartość szansy sprzedaży
Open Opportunity,Otwarte szanse
New Opportunity (Last 1 Month),Nowa możliwość (ostatni 1 miesiąc)
Close Replied Opportunity After Days,Zamknij szanse z odpowiedzia po dniach
Auto close Opportunity Replied after the no. of days mentioned above,Automatyczne zamknięcie szansy odpowiedziało po liczbie dni wymienionej powyżej
All the Comments and Emails will be copied from one document to another newly created document(Lead -> Opportunity -> Quotation) throughout the CRM documents.,Wszystkie komentarze i wiadomości e-mail zostaną skopiowane z jednego dokumentu do innego nowo utworzonego dokumentu (Lead -> Opportunity -> Quotation) w dokumentach CRM.
Territory Wise Opportunity Count,Liczba szans w zależności od terytorium
Opportunity Trends,Trendy szans
Resolved,Rozwiązane
Unit,Jednostka
Supply Raw Materials for Purchase,Dostarczanie surowców do zakupu
Shelf Life In Days,Okres przechowywania w dniach
Default Material Request Type,Domyślny typ żądania materiału
If subcontracted to a vendo,W przypadku podwykonawstwa dla dostawcy
Safety Stock,Zapas bezpieczeństwa
Order By,Uporządkuj przez
HR Dashboard,Pulpit HR
Hiring vs Attrition Count,Zatrudnianie a liczba odejść
Opportunity,Szansa
Leaves,Nieobecności
Performance,Wydajność
Shift & Attendance,Zmiana i obecność
Owned,Na własność
Privilege Leave,Uprzywilejowany urlop
Quick Filters,Szybkie filtry
Advanced Filters,Zaawansowane filtry
Set Leave Details,Ustaw szczegóły urlopu
Allocate Based On Leave Policy,Przydzielanie na podstawie zasad dotyczących urlopów
Add unused leaves from previous leave period's allocation to this allocation,Dodaj niewykorzystane urlopy z poprzedniego okresu urlopowego do tego przydziału
Custom Range,Zakres niestandardowy
Allocate leave,Przydzielanie urlopu
{} Accepted,Zaakceptowane
Recruitment,Rekrutacja
Interviews (This Week),Wywiady (w tym tygodniu)
"Here you can maintain family details like name and occupation of parent, spouse and children","Tutaj możesz podać dane rodzinne, takie jak imię i nazwisko oraz zawód rodzica, małżonka i dzieci"
Passport Details,Szczegóły dotyczące paszportu
Class / Percentage,Klasa / wartość procentowa
Training Event,Wydarzenie szkoleniowe
Click here to change the configuration and then resave salary slip,"Kliknij tutaj, aby zmienić konfigurację i ponownie zapisać potwierdzenie wypłaty"
Income Tax Slab,Stawka podatku dochodowego
Subscription Plan,Plan subskrypcji
Apply SLA for Resolution Time,Zastosowanie umowy SLA dla czasu rozwiązania
Prorate,Rozliczaj proporcjonalnie
Response and Resolution,Odpowiedź i rozwiązanie
Service Level Name,Nazwa poziomu usługi
Show net values in opening and closing columns,Wyświetlanie wartości netto w kolumnach otwarcia i zamknięcia
Internal Supplier,Dostawca wewnętrzny
Company Shipping Address,Adres wysyłkowy firmy
Company Billing Address,Adres rozliczeniowy firmy
Get Supplier Group Details,Szczegóły grupy dostawców
Party Specific Item,Przedmiot specyficzny dla imprezy
Allowed Items,Dozwolone przedmioty
Primary Address and Contact,Główny adres i kontakt
Supplier Primary Address,Główny adres dostawcy
Supplier Primary Contact,Dostawca Główny Kontakt
link Title,Tytuł linku
link Name,Nazwa linku
Product Price ID,Identyfikator ceny produktu
Submit Invoice Automatically,Automatyczne przesyłanie faktur
Configure Columns,Konfiguracja kolumn
Billing Interval in Subscription Plan must be Month to follow calendar months,Interwał rozliczeniowy w planie subskrypcji musi być miesiącem następującym po miesiącach kalendarzowych.
Reserve Stock,Zapasy rezerwowe
Undo,Cofni
Redo,Powtórz
Remind Me,Przypomnij mi
Remind Me In,Przypomnij mi w
Remind At,Przypomnienie o
Create a Reminder,Utwórz przypomnienie
1 hour,1 godzina
4 hours,4 godziny
1 Day,1 dzień
Terms & Conditions,Zasady i warunki
Update Rate as per Last Purchase,Aktualizuj stawkę zgodnie z ostatnim zakupem
Is Subcontracted,Jest podwykonawcą
Make Stock Entry,Dokonaj zapisu stanu magazynowego
UnReconcile Allocations,Nieprzypisane przydziały
Allocations,Alokacje
Reminder set at {0},Przypomnienie ustawione na {0}
Quotation has been submitted successfully,Oferta została przesłana pomyślnie
{0} created this,Utworzone przez {0}
{0} Web page views,{0} wyświetleń strony internetowej
{0} last edited this,Ostatnio edytowane przez {0}
Delivery to,Dostawa do
Shipment details,Szczegóły wysyłki
Parcel Template,Szablon paczki
Shipment Delivery Note,List przewozowy
Pickup from,Odbiór z
Shipment Parcel,Paczka nadawcza
Delivery Note(s) created for the Pick List,Dokument dostawy utworzone dla listy kompletacji
Group Same Items,Grupuj te same elementy
"If checked, picked qty won't automatically be fulfilled on submit of pick list.","Jeśli zaznaczone, wybrana ilość nie zostanie automatycznie zrealizowana po przesłaniu listy wyboru."
Scan Mode,Tryb skanowania
Ignore Closing Balance,Zignoruj saldo zamknięcia
On Previous Row Amount,Kwota w poprzednim wierszu
On Previous Row Total,Łącznie w poprzednim wierszu
Get Customer Group Details,Pobierz szczegóły grupy klientów
Let's begin your journey with ERPNext,Rozpocznijmy podróż z ERPNext
"Item, Customer, Supplier and Quotation","Pozycja, Klient, Dostawca i Oferta"
Create Your First Sales Invoice,Tworzenie pierwszej faktury sprzedaży
Removed Employee Self Service role as there is no mapped employee.,
Roles & Permissions,Role i uprawnienia
"This is Awesomebar, it helps you to navigate anywhere in the system, find documents, reports, settings, create new records and many more things.","To jest pole wyszukiwania, pomaga nawigować w dowolnym miejscu w systemie, znajdować dokumenty, raporty, ustawienia, tworzyć nowe rekordy i wiele innych rzeczy."
Workspace List,Lista obszarów roboczych
Awesomebar,Pole wyszukiwania
Desk Settings,Ustawienia pulpitu
Apply Discount On,Zastosuj zniżkę na
Company Address,Adres firmy
